N (kg/ha),P (kg/ha),K (kg/ha),Fertilizer A (kg/ha),Fertilizer B (kg/ha),Crop Yield (tons/ha),Soil Type,"Climate (Temp °C, Rainfall mm)"
48.64,41.26,40.28,93.64,78.02,5.59,Sandy Loam,"(22.697172466799046, 223.51348337835702)"
57.0,46.09,31.43,123.52,92.9,6.16,Loam,"(20.647294590628505, 489.9559819153068)"
35.57,43.74,39.33,136.3,93.72,4.92,Silty Clay,"(25.447387948052345, 213.46087177199632)"
39.74,37.58,57.14,91.96,48.24,7.44,Sandy Loam,"(15.708819462856187, 321.8803733787072)"
68.54,39.11,32.28,79.51,93.61,7.18,Loam,"(23.357010516612306, 364.3286586803141)"
37.18,24.61,26.14,55.74,85.8,7.47,Silty Clay,"(27.456289657097003, 405.60118175093197)"
61.61,34.49,71.53,119.63,66.14,6.62,Sandy,"(25.166600506886166, 407.4881343108207)"
35.44,16.98,39.62,129.21,65.08,6.2,Silty Clay Loam,"(17.249279845783693, 261.90976163015284)"
44.96,41.07,73.75,44.89,47.32,6.92,Clayey Loam,"(22.282301891881197, 340.8320933210617)"
57.83,22.65,34.76,72.75,52.66,4.52,Silty Clay,"(21.5622271652236, 317.80278965973116)"
46.04,30.22,41.73,110.08,28.55,7.47,Silty Clay Loam,"(21.356101745530644, 472.4869756067141)"
37.02,20.87,34.56,139.91,70.67,4.75,Sandy Loam,"(21.619706499524586, 241.74407112822732)"
65.5,47.75,25.98,114.97,53.64,4.95,Clayey Loam,"(29.266669425048406, 222.03119972032306)"
43.53,45.84,30.7,117.76,82.17,8.11,Sandy Clay Loam,"(25.43102107041445, 263.90702412613194)"
41.95,16.37,61.66,129.74,91.14,6.28,Loam,"(26.168743433063433, 446.094462678674)"
62.16,24.84,68.41,75.5,56.75,4.04,Loam,"(18.817830427815657, 220.91656874043218)"
56.14,15.58,46.35,41.39,39.01,4.19,Silty Clay,"(17.116756668856592, 376.37709202627985)"
36.83,46.99,58.41,47.17,59.36,7.95,Clayey Loam,"(16.80639506389842, 324.21682381550795)"
68.75,49.89,27.32,44.39,27.35,7.61,Sandy,"(25.62365468868713, 271.0761162630704)"
31.24,20.23,61.72,95.68,75.9,7.81,Sandy Loam,"(30.815903353646103, 209.45233007379557)"
30.27,44.67,50.01,116.27,90.34,7.41,Loam,"(29.05660684687531, 271.37097052235947)"
52.84,16.49,51.24,126.55,24.87,7.39,Loam,"(30.43055749872112, 327.02968644462624)"
33.83,18.28,58.42,117.02,83.04,4.53,Sandy Loam,"(28.49664272763762, 159.61790912017892)"
60.97,19.33,71.3,69.15,29.08,7.47,Sandy Loam,"(24.631818529749573, 440.95589133924653)"
66.36,33.22,68.57,138.67,50.48,5.54,Silty Clay Loam,"(23.68400860422782, 442.79634834876134)"
68.95,34.73,54.35,94.97,75.05,7.25,Clayey Loam,"(21.155031022708265, 317.24761279002973)"
64.23,24.14,33.55,139.48,35.25,8.18,Loam,"(24.681763157763612, 460.6256849173885)"
55.5,31.75,69.31,80.23,88.76,4.48,Silty Clay Loam,"(28.641643571139277, 450.0172816573605)"
54.79,24.08,38.57,87.75,21.39,6.37,Clayey Loam,"(31.464490582550987, 468.7407370618174)"
32.61,24.82,67.2,42.34,47.49,7.02,Clayey Loam,"(19.422721616795386, 416.07892942216654)"
36.28,35.62,29.5,50.38,98.18,6.08,Sandy Clay Loam,"(18.55730403885695, 165.61906553792198)"
46.75,30.72,55.44,76.98,63.14,5.67,Silty Clay,"(20.64360377996242, 362.4999620469654)"
54.85,26.53,70.09,145.79,95.45,4.94,Sandy,"(24.246624424915872, 220.22603789347002)"
61.21,18.86,38.43,140.98,31.28,4.77,Sandy Clay Loam,"(17.783278918409536, 280.509273431946)"
46.7,35.13,69.08,41.19,65.29,8.31,Sandy Clay Loam,"(29.205308202053985, 253.27346152433765)"
47.23,42.35,58.73,84.59,78.6,5.5,Silty Clay Loam,"(25.36944187602976, 158.22997586637229)"
46.57,25.1,30.4,48.65,45.38,5.82,Loam,"(21.93238890536743, 408.34215404987805)"
68.55,18.43,37.76,57.26,38.99,4.34,Sandy Clay Loam,"(15.766795433315108, 424.1126441396036)"
41.41,19.2,42.94,119.45,36.22,6.91,Sandy Loam,"(15.09458901160854, 285.2695211315835)"
59.4,23.65,70.78,80.4,79.23,6.33,Sandy,"(22.703013814332785, 394.1946497954986)"
60.59,43.43,73.46,143.47,76.01,4.58,Sandy Clay Loam,"(21.674355877367084, 212.79016373449264)"
61.06,19.05,65.89,80.39,29.21,6.55,Clayey Loam,"(31.54839982090868, 257.2172980235124)"
54.38,41.89,44.2,53.44,98.49,7.78,Silty Clay,"(21.619892203261188, 269.2000087434453)"
54.46,29.82,64.94,133.98,56.97,6.75,Sandy Clay Loam,"(21.237491726032687, 360.41191870836167)"
35.78,15.94,50.15,78.05,37.02,8.36,Loam,"(24.651338269701036, 329.3599906673642)"
58.24,23.79,59.17,80.62,78.54,7.84,Silty Clay Loam,"(23.062024858768606, 173.2645174160267)"
30.03,33.68,69.86,111.44,43.32,6.98,Sandy,"(18.103513550323754, 499.2077883767542)"
66.14,17.66,73.05,127.41,90.35,7.02,Silty Clay Loam,"(28.379355441611857, 377.34707242264653)"
53.25,30.53,32.72,86.91,87.26,4.94,Silty Clay Loam,"(22.686051615129696, 379.1560132893465)"
57.5,24.77,27.16,62.95,74.62,8.44,Sandy,"(26.11787640241275, 324.623843898211)"
53.07,33.16,74.45,123.92,79.18,5.44,Sandy Clay Loam,"(24.769081314717976, 466.90849288767294)"
47.54,30.85,61.26,61.8,28.11,6.15,Sandy,"(16.995846976666765, 145.54500312199917)"
61.2,48.98,36.87,148.23,59.52,5.99,Silty Clay Loam,"(24.824297406373773, 255.7036546346655)"
34.26,48.29,53.88,63.64,62.8,4.91,Loam,"(24.960367734916318, 160.23778431351195)"
41.49,33.61,44.16,46.61,73.14,4.98,Sandy,"(23.149891223963856, 192.4049809037112)"
63.04,37.33,25.93,91.01,60.61,8.46,Silty Clay,"(25.911784445705848, 313.3188112933293)"
61.75,21.17,74.61,84.18,98.19,5.51,Sandy,"(24.092748122976094, 416.26665542143303)"
51.39,27.94,54.91,101.79,35.94,4.5,Sandy Loam,"(29.138385337724262, 240.47420175937017)"
32.41,44.66,34.53,52.39,99.76,4.61,Sandy Clay Loam,"(31.767944480705086, 192.07940465925998)"
47.77,25.0,61.15,134.87,63.15,7.7,Clayey Loam,"(28.624164602074906, 296.57724373596693)"
69.15,39.22,56.58,82.59,33.25,5.22,Silty Clay Loam,"(30.559255321428637, 306.39289797375477)"
40.95,21.91,31.84,83.55,31.21,4.33,Silty Clay Loam,"(19.057070382311498, 287.814313968085)"
60.8,21.43,44.52,93.16,22.98,8.06,Clayey Loam,"(26.295489464344193, 395.017172775181)"
55.23,34.11,51.44,140.17,71.91,7.72,Sandy Clay Loam,"(15.322124846328276, 146.02495301795298)"
38.04,34.0,31.79,100.21,49.69,5.89,Clayey Loam,"(31.146283848046355, 390.79220671863203)"
31.65,28.67,49.62,40.54,31.92,6.5,Sandy Clay Loam,"(18.71396125780922, 396.5998719789161)"
31.35,22.27,65.87,78.71,49.29,8.0,Silty Clay,"(26.226772341764452, 304.6430881607849)"
47.38,33.47,73.8,117.68,68.26,6.47,Sandy,"(22.03273246919401, 358.18476165484356)"
43.8,31.04,35.59,140.11,59.67,5.03,Loam,"(23.1206344621588, 139.42150275239175)"
63.98,38.15,51.37,60.52,92.6,4.34,Sandy Clay Loam,"(27.884393889020906, 300.43410407035924)"
38.46,30.25,55.1,46.62,98.73,6.05,Clayey Loam,"(20.549006638618458, 356.1832283936573)"
56.05,49.03,61.01,71.02,21.71,8.23,Silty Clay,"(28.36865984215337, 222.50459877689474)"
32.42,47.56,35.55,50.89,99.12,8.48,Sandy,"(29.030566201932388, 287.76131479551657)"
41.12,29.54,64.68,133.5,89.78,7.6,Sandy,"(23.73722730739145, 141.97483514284204)"
32.85,49.34,40.67,60.94,57.55,6.17,Silty Clay,"(16.394232846300273, 499.62043502740124)"
67.37,16.79,53.05,70.81,98.63,8.15,Sandy,"(17.41830077178071, 268.9968559554427)"
50.07,19.18,37.95,124.29,25.76,6.19,Silty Clay,"(28.37627560925143, 324.28772187255754)"
41.02,42.0,51.59,134.24,88.15,5.07,Sandy Clay Loam,"(23.344111510013988, 177.84782430602263)"
54.28,31.18,36.44,71.52,46.81,4.49,Silty Clay,"(15.363458865505551, 472.5044520603331)"
41.97,34.65,35.94,91.07,86.71,7.15,Loam,"(23.540891928333714, 319.7088580983412)"
51.27,38.37,55.12,137.91,59.55,6.47,Sandy,"(15.804741561812484, 131.50939655340918)"
35.38,36.53,25.09,93.75,82.73,7.9,Sandy,"(26.375485847341963, 315.8949850416743)"
63.72,43.32,56.21,129.31,30.09,7.7,Loam,"(16.714818236671924, 174.84863122056743)"
38.3,47.86,68.09,112.25,98.65,8.44,Silty Clay,"(22.335613103993328, 499.68852130350905)"
47.15,49.64,30.82,64.35,95.83,5.18,Loam,"(21.307961688449943, 353.68538703396115)"
64.9,39.98,44.24,61.6,78.51,4.55,Silty Clay,"(24.61157939583164, 273.6355176587001)"
50.72,15.27,39.55,60.32,23.27,5.79,Sandy,"(17.16901295618156, 310.43139975854376)"
65.67,15.48,70.93,50.52,42.68,7.14,Silty Clay Loam,"(26.961348167055345, 397.8271634264305)"
70.0,20.55,36.97,74.32,79.59,4.79,Clayey Loam,"(15.48631358790825, 177.45431301134857)"
52.33,29.39,29.34,147.97,90.76,7.53,Sandy Clay Loam,"(22.545591285228493, 498.70204988319983)"
40.96,25.18,42.69,125.04,41.0,6.81,Sandy,"(21.00045067788438, 315.6560643274561)"
40.81,39.72,43.13,95.6,30.89,4.92,Silty Clay Loam,"(31.71533713520794, 127.61310732542876)"
32.39,45.79,65.47,148.47,52.51,7.99,Loam,"(24.163607110661065, 275.53020051937904)"
43.12,36.81,37.45,69.41,31.28,4.44,Sandy,"(18.651154285893252, 317.0025242656039)"
45.75,38.3,35.2,122.15,92.83,7.69,Sandy Loam,"(19.73728618590358, 342.26727693542574)"
32.58,36.11,25.57,101.45,53.17,5.91,Silty Clay Loam,"(28.42095050903759, 222.04141112446206)"
30.0,15.17,39.84,48.38,69.74,8.45,Sandy,"(17.947313439784722, 295.53849195660484)"
62.72,16.0,56.25,111.7,50.33,4.24,Sandy Clay Loam,"(29.78338858536597, 208.47532304890993)"
44.14,43.47,72.5,109.68,20.19,6.77,Sandy Loam,"(20.06242591768639, 299.0967472813203)"
58.93,20.66,70.03,143.69,51.47,4.96,Silty Clay,"(22.829669461922407, 486.67872629540256)"
38.0,28.05,42.79,111.7,90.95,7.43,Sandy,"(22.963653912044006, 284.0166637430772)"
46.32,36.81,74.88,44.51,35.3,5.26,Silty Clay Loam,"(17.752058633640413, 137.07413438478673)"
69.55,39.47,67.2,138.11,30.02,4.0,Silty Clay Loam,"(25.505889709805388, 371.86114446336603)"
39.99,49.26,69.14,93.09,90.42,8.35,Sandy,"(29.54621677923654, 151.94745701767616)"
40.58,42.31,51.69,45.05,59.61,5.62,Loam,"(21.67020080028929, 180.92511112427383)"
67.73,21.89,42.83,139.2,39.84,7.68,Silty Clay,"(19.719956532594562, 461.11881538780267)"
57.65,29.47,27.99,49.87,36.08,4.91,Clayey Loam,"(27.556866607680988, 175.13647866990584)"
43.87,49.13,29.69,113.75,94.98,4.84,Sandy,"(23.376483292999303, 408.42148588331463)"
58.37,35.68,27.56,124.24,34.53,4.2,Silty Clay,"(20.57057036845307, 236.34470119477461)"
66.64,45.06,52.6,134.35,23.42,7.73,Sandy Clay Loam,"(16.36310690941876, 377.2830225263339)"
47.53,30.42,53.48,67.41,46.49,4.0,Clayey Loam,"(29.050683141990913, 415.60837853049463)"
62.82,23.38,29.36,127.13,54.06,7.92,Clayey Loam,"(29.804161952817232, 180.85294707278257)"
63.43,24.1,45.43,111.58,53.33,7.88,Sandy Loam,"(22.01851110711292, 128.80006208861218)"
44.54,31.7,36.94,72.42,55.42,5.36,Clayey Loam,"(28.20283961435613, 413.7274097753103)"
63.68,16.17,45.86,64.06,49.01,6.53,Sandy Clay Loam,"(29.533338971186573, 318.36995048548397)"
51.45,21.47,46.87,114.25,72.99,5.74,Sandy Clay Loam,"(16.68019184722152, 472.9743796110201)"
35.88,44.91,58.81,98.19,75.98,5.75,Silty Clay Loam,"(30.934625801963055, 492.0150889387994)"
39.84,23.31,34.42,74.66,92.23,4.08,Sandy Loam,"(30.75821252130846, 134.41787135490827)"
52.54,29.37,58.57,77.0,84.42,5.52,Sandy Clay Loam,"(24.74009263497196, 390.65931514816475)"
65.15,39.4,68.68,117.64,35.95,6.26,Loam,"(26.135185484312803, 223.3615285141422)"
47.16,37.37,62.11,63.55,57.23,5.2,Sandy,"(18.634733523259193, 325.330886362036)"
63.11,38.62,48.03,118.12,85.06,6.0,Silty Clay,"(22.123879606184175, 125.87707934879232)"
52.08,33.16,32.2,114.02,56.02,6.95,Silty Clay,"(31.04084363452507, 340.644979075757)"
55.37,44.42,61.18,80.34,81.28,5.35,Loam,"(20.706855822085007, 385.125795715877)"
68.77,19.84,73.84,107.87,45.45,6.91,Clayey Loam,"(16.18709358967121, 482.3450930969171)"
46.47,42.43,55.78,106.95,92.14,7.19,Sandy,"(19.824611401813346, 121.00564179056659)"
62.94,37.05,31.91,75.76,38.49,6.25,Silty Clay,"(31.538441872333156, 202.27458751889225)"
69.44,18.78,33.62,144.93,87.7,5.96,Clayey Loam,"(24.47908902114026, 276.3622350593258)"
30.51,41.6,52.96,75.51,50.28,8.15,Sandy Clay Loam,"(24.2932104232816, 362.4446575509652)"
40.82,35.04,29.48,85.46,20.67,6.49,Sandy Clay Loam,"(18.41442101214409, 163.59797300158738)"
33.18,24.47,29.34,147.81,54.29,5.43,Sandy Clay Loam,"(23.864104270797526, 390.56834300387175)"
56.54,19.04,42.68,100.59,55.95,5.01,Loam,"(31.531650586810454, 125.64310318854282)"
30.19,30.51,54.2,73.27,71.29,7.88,Sandy Clay Loam,"(17.46403588153817, 493.26326831110873)"
66.84,21.13,64.21,101.89,64.83,5.1,Sandy Loam,"(21.591825778052538, 461.2137321928062)"
68.28,45.45,68.56,120.8,51.79,6.71,Sandy,"(25.90903000182056, 288.63436975242223)"
61.34,24.29,50.85,74.68,90.35,4.77,Loam,"(16.552093020900998, 155.76613695996002)"
31.91,47.61,25.41,104.59,83.16,5.76,Sandy Loam,"(16.023066972529882, 205.44181128226575)"
50.67,32.03,70.37,42.81,87.67,4.4,Sandy Clay Loam,"(25.059078137522363, 422.566089495359)"
43.81,33.9,61.19,52.22,86.98,6.43,Clayey Loam,"(31.256168223778445, 314.1323097573059)"
31.99,29.6,55.24,120.35,24.39,5.58,Silty Clay,"(17.67053485970857, 431.881618897544)"
61.95,47.09,53.25,62.38,72.17,7.22,Silty Clay Loam,"(22.682126530287153, 439.3434516033135)"
56.64,34.39,47.48,127.9,66.76,5.74,Sandy Clay Loam,"(23.469632222920637, 288.2149168917176)"
51.71,42.24,34.4,74.38,26.08,7.67,Silty Clay Loam,"(28.95689806640207, 159.9370987794533)"
46.01,21.35,46.56,44.25,21.22,6.83,Loam,"(23.2440993993325, 200.828091348636)"
68.19,39.19,41.23,50.37,42.59,6.19,Silty Clay,"(17.76727664143728, 387.3599824529831)"
31.51,29.2,61.45,148.17,39.73,5.57,Sandy Clay Loam,"(28.45003092105801, 405.1238527832195)"
43.74,48.24,39.86,83.38,83.77,4.49,Sandy Loam,"(16.494972122226706, 130.33096921333845)"
58.19,29.12,45.41,140.25,48.49,6.61,Clayey Loam,"(28.47116264970387, 259.01359234174095)"
43.0,22.4,50.0,102.1,32.52,4.75,Sandy Clay Loam,"(25.01644696030482, 159.53937059944977)"
43.49,27.09,40.64,120.2,54.63,6.16,Sandy Loam,"(25.48932677529869, 183.31500885334893)"
46.58,49.82,41.65,47.75,82.04,5.9,Silty Clay Loam,"(15.276037768811157, 268.92450131391337)"
42.57,17.3,69.3,147.21,47.89,5.92,Sandy,"(30.173851188252456, 245.66694153706183)"
46.45,39.15,54.68,128.4,93.09,4.78,Sandy,"(17.863716847406387, 377.68025218621915)"
34.67,35.16,40.6,58.01,98.14,5.78,Sandy,"(15.708184206337902, 478.6380089324472)"
57.32,21.58,27.11,56.17,73.77,7.83,Silty Clay Loam,"(16.743522349536214, 220.83292550293078)"
59.9,31.46,32.01,100.03,67.19,5.39,Sandy Clay Loam,"(19.867671544625146, 142.6734567742513)"
41.44,35.77,26.31,61.24,89.84,5.94,Sandy Loam,"(25.543265584177433, 286.5361636253557)"
49.5,49.2,65.87,125.99,36.04,7.43,Silty Clay Loam,"(25.889390575713627, 293.74135349071395)"
63.8,37.48,28.63,107.1,49.97,4.24,Sandy Loam,"(16.412043224597024, 419.49752505589794)"
62.08,26.15,25.97,95.19,50.34,7.73,Sandy Loam,"(21.215615954917794, 364.6320691161544)"
69.82,40.59,44.26,49.73,80.53,6.37,Clayey Loam,"(20.8600863351527, 230.9314226259403)"
54.19,25.42,35.85,141.78,69.15,6.78,Silty Clay,"(30.650818903864213, 452.9036858951159)"
60.75,35.13,47.35,89.45,95.63,5.84,Loam,"(20.932522861633476, 401.30713009370277)"
50.98,20.48,37.5,125.29,25.09,6.53,Silty Clay,"(30.565716212834232, 161.35447001443546)"
53.85,29.0,50.6,82.58,49.68,8.19,Sandy Clay Loam,"(20.58221407309939, 427.3103253230524)"
61.06,32.6,65.85,118.59,97.92,8.04,Sandy,"(16.807120565077234, 136.821030271517)"
43.26,29.62,66.45,117.48,86.19,7.45,Loam,"(29.64938133591141, 465.94261348890154)"
34.65,16.29,71.48,54.34,58.41,5.56,Silty Clay,"(15.876490201344907, 385.79998786445583)"
57.09,26.49,38.56,47.78,52.96,4.91,Silty Clay Loam,"(29.5438081013524, 311.8134248901769)"
65.51,46.55,28.16,57.0,67.06,4.47,Sandy,"(28.36881184112434, 206.04878808925298)"
33.85,32.43,54.88,147.77,74.56,6.48,Silty Clay Loam,"(17.219744389426218, 139.59193746179864)"
35.26,18.99,66.71,109.38,68.26,5.15,Clayey Loam,"(30.36573194284059, 292.3882091588447)"
53.11,32.31,58.82,139.92,48.75,5.54,Silty Clay Loam,"(17.275801851781367, 462.71438686054364)"
62.51,29.33,49.38,79.22,53.66,6.36,Silty Clay,"(31.533547553631013, 162.8401337388674)"
47.62,38.82,69.02,102.87,20.15,4.79,Silty Clay,"(21.914817517406398, 291.70172731584137)"
44.88,44.61,52.38,100.05,98.43,4.43,Sandy Clay Loam,"(23.59575875819455, 163.66585664156855)"
44.99,22.29,73.32,109.11,86.89,7.97,Silty Clay,"(22.30132490090802, 233.21755925973878)"
61.57,16.67,65.87,106.34,82.14,6.46,Loam,"(29.364592589424785, 421.64463097335914)"
49.33,44.65,69.56,69.69,78.11,6.35,Sandy Loam,"(29.486703506706625, 317.92459749126397)"
66.8,39.39,72.58,142.83,67.5,6.62,Loam,"(17.057299678930406, 222.25198837800582)"
36.95,41.79,30.24,118.59,68.62,8.19,Sandy Clay Loam,"(20.424197598901802, 427.5277912495131)"
62.31,43.41,32.6,86.56,38.15,6.45,Clayey Loam,"(19.337963074140198, 379.7474588859091)"
65.16,33.93,46.2,78.6,54.77,7.9,Silty Clay Loam,"(29.39454079137596, 238.91442774182593)"
52.79,39.91,26.96,121.28,32.44,8.37,Sandy Loam,"(16.88744473307596, 287.802917632385)"
54.86,37.83,60.93,65.89,83.0,8.08,Sandy Clay Loam,"(21.149615556306156, 272.5915003097615)"
39.55,19.82,42.54,68.19,67.81,8.24,Loam,"(16.130181136580852, 295.716744634119)"
30.01,49.47,70.52,84.25,72.98,7.37,Sandy,"(15.264851317964958, 460.5903506620878)"
50.38,42.7,66.62,118.36,82.9,5.05,Clayey Loam,"(17.253119063222485, 441.0884687823837)"
30.63,45.55,65.49,80.98,87.8,4.33,Sandy Clay Loam,"(24.001154635765094, 139.079783408521)"
56.06,22.35,49.16,93.61,65.75,4.75,Sandy,"(17.45973819665439, 195.66238943187022)"
39.69,46.37,57.79,88.0,26.29,7.78,Silty Clay,"(19.45799390273527, 124.4909727684966)"
61.95,46.78,69.57,50.07,43.75,6.19,Clayey Loam,"(28.479217781003392, 188.8884599375159)"
65.87,29.04,43.28,126.4,33.83,5.45,Silty Clay Loam,"(24.592675814355623, 422.8128362724343)"
66.73,42.36,39.41,146.08,24.07,6.27,Clayey Loam,"(21.211405069496287, 307.1441995471773)"
33.23,43.01,25.51,45.03,61.63,6.57,Loam,"(18.746347524222436, 316.84557109631885)"
44.82,25.25,70.82,59.28,25.7,7.87,Silty Clay Loam,"(26.029717247328854, 440.0462458358336)"
41.07,48.68,33.09,60.52,43.92,5.9,Sandy Clay Loam,"(28.467949770565838, 417.6819823029876)"
38.2,26.84,48.77,126.19,55.62,4.9,Sandy Clay Loam,"(20.394640953822723, 254.18566200344563)"
42.1,29.44,74.85,54.11,23.28,7.03,Sandy Loam,"(24.130446878927973, 382.21164109349456)"
47.81,44.05,25.4,103.34,21.22,5.14,Silty Clay Loam,"(16.957854728916875, 258.63436721512335)"
62.34,26.69,63.18,50.21,57.21,6.99,Sandy,"(27.912608552949322, 395.1115641866877)"
40.65,18.07,47.58,96.37,60.72,8.19,Sandy Clay Loam,"(23.829741408936144, 270.3684639915849)"
50.68,45.86,72.5,83.02,78.46,7.68,Sandy Clay Loam,"(24.02280253392952, 354.66715057940945)"
42.64,27.03,43.48,147.88,88.98,6.16,Silty Clay Loam,"(23.52971695914044, 327.09426738992534)"
64.02,37.57,30.84,115.3,78.52,7.87,Silty Clay,"(17.28493287158098, 463.6382501468568)"
59.2,33.88,58.11,42.82,91.49,5.97,Loam,"(24.960379332686394, 390.5490795755122)"
32.38,22.65,32.31,141.73,41.63,6.39,Sandy Clay Loam,"(22.334295793926323, 189.94670434360802)"
65.93,44.48,53.21,137.48,77.44,7.26,Loam,"(15.818895169996962, 259.9406918621787)"
33.01,26.89,29.41,70.27,65.96,4.97,Clayey Loam,"(21.741631802499022, 291.72059341230636)"
42.93,19.06,53.52,120.01,72.38,6.26,Silty Clay,"(15.277150497156656, 341.8290746759961)"
42.44,26.37,43.54,109.21,22.53,8.2,Sandy Clay Loam,"(19.405059985278374, 198.39480423928507)"
46.43,47.25,53.19,62.93,69.49,6.14,Silty Clay,"(29.147873733407405, 375.4078063850933)"
43.45,45.73,33.16,119.01,23.63,7.23,Sandy Loam,"(21.543139629757892, 405.8756152849819)"
65.58,42.49,60.2,73.33,48.22,6.69,Clayey Loam,"(17.966650350577336, 120.03979254803428)"
35.85,16.8,52.04,84.23,67.6,4.45,Sandy Clay Loam,"(28.319265282487606, 222.63548376894062)"
67.59,15.1,58.82,90.71,26.61,7.36,Sandy,"(23.285108259941776, 190.5489525396563)"
59.06,47.65,66.82,87.27,84.43,7.69,Sandy Loam,"(16.788974576258056, 175.66663871762503)"
36.48,15.39,61.27,58.24,43.02,6.98,Sandy Clay Loam,"(31.864989431577577, 154.0431905030788)"
66.18,29.7,37.61,80.48,22.98,8.05,Sandy Loam,"(22.49636494437847, 197.0117414773605)"
42.95,15.15,29.5,65.04,20.19,4.26,Clayey Loam,"(24.381703716756974, 212.90106464664268)"
61.37,36.58,73.85,137.19,25.94,5.25,Clayey Loam,"(20.340718661413476, 164.05309912500763)"
52.98,24.02,59.13,142.58,98.18,5.12,Clayey Loam,"(18.598869463520817, 123.41018675211608)"
54.14,24.76,58.37,88.16,39.92,6.09,Sandy Clay Loam,"(22.590316408964632, 404.2740864092171)"
49.16,27.71,67.22,86.98,30.84,4.51,Sandy Clay Loam,"(15.546912597048989, 242.3457479844867)"
68.58,48.28,46.82,120.11,88.18,6.07,Sandy Loam,"(23.06084437187948, 301.5005604248691)"
47.22,17.09,41.93,121.82,26.59,6.01,Sandy,"(21.672657105845403, 413.45582298676726)"
45.99,31.65,72.69,138.58,45.5,8.43,Clayey Loam,"(22.305903208658705, 128.7960113321243)"
48.79,46.39,47.8,46.56,46.78,7.95,Sandy,"(21.803847886761226, 366.71944168362177)"
57.59,34.29,60.56,101.79,87.21,7.78,Sandy,"(17.227473437113964, 495.2428705742357)"
33.1,37.33,71.2,97.15,44.3,5.32,Silty Clay,"(19.535722268042157, 452.3714910831183)"
53.81,26.2,41.38,46.1,43.9,6.72,Sandy,"(16.180017403597287, 473.6533081070735)"
39.08,28.11,33.42,66.0,44.05,5.39,Sandy Loam,"(21.662715525049087, 498.1857734111838)"
33.92,32.86,44.14,79.01,53.96,4.36,Silty Clay Loam,"(26.082442447745283, 496.93963724357684)"
68.85,28.92,75.0,144.37,35.89,8.46,Loam,"(21.729742110198416, 256.3775225509419)"
49.92,43.27,55.34,46.44,43.78,7.83,Loam,"(16.37701241104039, 420.80430619859067)"
40.47,25.19,68.54,136.61,34.74,4.7,Clayey Loam,"(15.625782489330817, 350.55805000622865)"
37.95,23.75,43.44,42.04,36.53,5.6,Sandy Clay Loam,"(17.206401222894034, 226.40628043663912)"
43.46,20.73,60.8,102.61,47.45,6.58,Sandy,"(19.740011624259363, 308.403639986181)"
34.41,34.45,51.9,112.63,60.69,5.06,Loam,"(23.07875881523536, 460.0316538362289)"
49.73,46.56,42.15,137.98,39.01,5.93,Loam,"(23.415405597925442, 228.10409486123478)"
64.88,34.76,60.35,81.63,52.71,7.26,Clayey Loam,"(15.824374490243423, 445.3746648787765)"
62.08,24.29,57.33,70.18,41.04,7.84,Loam,"(25.859530010525496, 289.2755874697889)"
